"indice";"id";"protocoloRN";"siglaTribunal";"grau";"grau_valido";"classeProcessual";"classeProcessual_valida";"numero";"numero_valido";"faseProcessual";"segmentoJustica";"assuntos";"assuntos_count";"assuntos_validos";"assuntos_invalidos";"assuntos_invalidos_count";"dataAjuizamento";"dataAjuizamento_parsed";"dataAjuizamento_valida";"millisInsercao";"millisInsercao_parsed";"orgaoJulgador_codigoOrgao";"orgaoJulgador_valido";"codigoLocalidade";"codigoLocalidade_valido";"nivelSigilo";"procEl";"procEl_valido";"dscSistema";"dscSistema_valido";"polo_at_count";"polo_at_fisica_count";"polo_at_fisica_documento_count";"polo_at_fisica_documento_valido_count";"polo_at_fisica_sem_nome_count";"polo_at_fisica_sem_sexo_count";"polo_at_fisica_sem_dataNascimento_count";"polo_at_fisica_sexo_array";"polo_at_juridica_count";"polo_at_juridica_documento_count";"polo_at_juridica_documento_valido_count";"polo_at_autoridade_count";"polo_at_orgaorepresentacao_count";"polo_pa_count";"polo_pa_fisica_count";"polo_pa_fisica_documento_count";"polo_pa_fisica_documento_valido_count";"polo_pa_fisica_sem_nome_count";"polo_pa_fisica_sem_sexo_count";"polo_pa_fisica_sem_dataNascimento_count";"polo_pa_fisica_sexo_array";"polo_pa_juridica_count";"polo_pa_juridica_documento_count";"polo_pa_juridica_documento_valido_count";"polo_pa_autoridade_count";"polo_pa_orgaorepresentacao_count";"polo_vi_count";"polo_vi_fisica_count";"polo_vi_juridica_count";"polo_vi_autoridade_count";"polo_vi_orgaorepresentacao_count";"mov_count";"mov_count_invalido";"mov_array_invalido";"mov_exige_complemento_count";"mov_exige_complemento_sem_complemento";"mov_exige_complemento_count_invalido";"mov_exige_complemento_array_invalido";"mov_dataHora_count_invalido";"mov_magistradoProlator_count";"mov_magistradoProlator_count_invalido";"mov_ultimo_nivel_count_invalido";"mov_ultimo_nivel_array_invalido";"mov_1st_recebimento_cod";"mov_1st_recebimento_descricao";"mov_1st_recebimento_complemento";"mov_1st_recebimento_dataHora";"mov_1st_recebimento_ano";"mov_1st_denuncia_queixa_cod";"mov_1st_denuncia_queixa_dataHora";"mov_1st_denuncia_queixa_ano";"mov_1st_julgamento_cod";"mov_1st_julgamento_descricao";"mov_1st_julgamento_dataHora";"mov_1st_julgamento_ano";"mov_1st_tree_385_cod";"mov_1st_tree_385_descricao";"mov_1st_tree_385_dataHora";"mov_1st_tree_385_ano";"mov_1st_baixa_cod";"mov_1st_baixa_descricao";"mov_1st_baixa_dataHora";"mov_1st_baixa_complemento";"mov_1st_baixa_ano";"mov_last_baixa_cod";"mov_last_baixa_descricao";"mov_last_baixa_dataHora";"mov_last_baixa_complemento";"mov_last_baixa_ano";"mov_1st_execucao_iniciada_cod";"mov_1st_execucao_iniciada_descricao";"mov_1st_execucao_iniciada_dataHora";"mov_1st_execucao_iniciada_complemento";"mov_1st_execucao_iniciada_classe_anterior";"mov_1st_execucao_iniciada_classe_nova";"mov_1st_homolog_revog_cod";"mov_1st_homolog_revog_descricao";"mov_1st_homolog_revog_dataHora";"mov_1st_homolog_revog_ano";"mov_1st_conc_deneg_cod";"mov_1st_conc_deneg_descricao";"mov_1st_conc_deneg_dataHora";"mov_1st_conc_deneg_ano";"mov_1st_decreta_falencia_cod";"mov_1st_decreta_falencia_descricao";"mov_1st_decreta_falencia_dataHora";"mov_1st_decreta_falencia_ano";"mov_last_sobrestamento_cod";"mov_last_sobrestamento_descricao";"mov_last_sobrestamento_dataHora";"mov_last_sobrestamento_ano";"mov_last_dessobrestamento_cod";"mov_last_dessobrestamento_descricao";"mov_last_dessobrestamento_dataHora";"mov_last_dessobrestamento_ano";"mov_last_mov_cod";"mov_last_mov_descricao";"mov_last_mov_dataHora";"mov_last_mov_ano";"mov_Sent_count";"mov_Sent_count_2018";"mov_Sent_count_2019";"mov_Sent_count_2020";"mov_Sent_count_2021";"mov_Sent_count_2022";"mov_Sent_array_data";"mov_Sent_homolog_count";"mov_Sent_homolog_count_2018";"mov_Sent_homolog_count_2019";"mov_Sent_homolog_count_2020";"mov_Sent_homolog_count_2021";"mov_Sent_homolog_count_2022";"mov_SentC_count";"mov_SentC_count_2018";"mov_SentC_count_2019";"mov_SentC_count_2020";"mov_SentC_count_2021";"mov_SentC_count_2022";"mov_SentC_array_data";"mov_Liminar_count";"mov_Liminar_count_2018";"mov_Liminar_count_2019";"mov_Liminar_count_2020";"mov_Liminar_count_2021";"mov_Liminar_count_2022";"mov_Audiencia_count";"mov_Audiencia_count_invalida";"mov_AudConc_count";"mov_AudConc_count_2018";"mov_AudConc_count_2019";"mov_AudConc_count_2020";"mov_AudConc_count_2021";"mov_AudConc_count_2022";"mov_AudConc_array_data";"mov_last_51_cod";"mov_last_51_descricao";"mov_last_51_dataHora";"mov_last_julgamento_cod";"mov_last_julgamento_descricao";"mov_last_julgamento_dataHora";"mov_1st_sessao_juri_cod";"mov_1st_sessao_juri_descricao";"mov_1st_sessao_juri_dataHora";"mov_1st_sessao_juri_complemento";"mov_1st_condenacao_procedente_cod";"mov_1st_condenacao_procedente_descricao";"mov_1st_condenacao_procedente_dataHora";"mov_distribuicao_cancelada_flag";"mov_remessa_count";"mov_remessa_count_invalida";"mov_mudanca_classe_count";"mov_mudanca_classe_count_invalida";"mov_mudanca_classe_codigos";"mov_mudanca_classe_datas";"mov_mudanca_classe_anteriores";"mov_mudanca_classe_novas";"mov_mudanca_classe_complementos";"mov_suspencao_count";"mov_suspencao_count_invalida";"mov_suspencao_complementos";"mov_medida_protetiva_count";"mov_medida_protetiva_count_invalida";"mov_medida_protetiva_complementos";"mov_procedimento_restaurativo_count";"mov_procedimento_restaurativo_count_invalido";"mov_procedimento_restaurativo_complementos";"mov_last_reativacao_cod";"mov_last_reativacao_descricao";"mov_last_reativacao_dataHora";"classesProcessuais"
"processos-tjmsp";"TJMSP_11041_G1_15662_00045390820189260030";"TJMSP90018202108041628090917960";"TJMSP";"G1";"True";11041;"True";45390820189260032;"True";1;"Justiça Militar Estadual";"11238";1;"True";NA;0;2,0180828e+13;2,0180828e+13;"True";1628090919617;20210804122839;15662;"True";3550308;"True";0;2;"True";8;"True";1;0;0;0;0;0;0;"";1;1;1;0;0;1;1;1;1;0;0;0;"M";0;0;0;0;0;0;0;0;0;0;31;0;NA;12;0;0;"";0;2;2;0;NA;"391.0";NA;"['1:nome_da_parte:D']";2,0180809e+13;2018;"391.0";2,0180809e+13;2018;"";NA;NA;NA;"";NA;NA;NA;"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;2,019093e+13;2019;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;"[]";0;0;0;0;0;0;1;0;0;0;0;0;0;0;"[]";"51.0";NA;2,0190919e+13;"";NA;NA;NA;NA;NA;NA;"";NA;NA;"False";1;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[11041]"
"processos-tjmsp";"TJMSP_11041_G1_15662_00073085220199260030";"TJMSP68025202110051633445153715";"TJMSP";"G1";"True";11041;"True";73085220199260032;"True";1;"Justiça Militar Estadual";"11238, 11069";2;"True";NA;0;2,0200715e+13;2,0200715e+13;"True";1634355941150;20211016004541;15662;"True";3550308;"True";0;2;"True";8;"True";1;0;0;0;0;0;0;"";1;1;1;0;0;1;1;1;1;0;0;0;"M";0;0;0;0;0;0;0;0;0;0;34;0;NA;12;0;0;"";0;3;0;0;NA;"132";NA;"['Recebidos os autos']";2,0191219e+13;2019;"391.0";2,0200523e+13;2020;"";NA;NA;NA;"";NA;NA;NA;"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"132";NA;2,021091e+13;2021;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;"[]";0;0;0;0;0;0;1;0;0;0;0;0;0;0;"[]";"51.0";NA;2,021091e+13;"";NA;NA;NA;NA;NA;NA;"";NA;NA;"False";1;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[11041]"
"processos-tjmsp";"TJMSP_120_G1_29005_08000068220159260060";"TJMSP86982202108211629573348613";"TJMSP";"G1";"True";120;"True";8000068220159259648;"True";1;"Justiça Militar Estadual";"8843, 8961, 10364";3;"True";NA;0;20151215192857;20151215192857;"True";1629573349409;20210821161549;29005;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";0;0;0;1;0;0;0;0;0;0;66;0;NA;51;0;1;"581";0;11;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20151215192857;2015;"";NA;NA;"450.0";NA;20160603193003;2016;"450.0";NA;20160603193003;2016;"246.0";NA;20161126181517;"";"2016.0";"246.0";NA;20161126181517;"";"2016.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;20200813123927;2020;1;0;0;0;0;0;"['20160603193003']";0;0;0;0;0;0;1;0;0;0;0;0;"['20160603193003']";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20161020200136;"450.0";NA;20160603193003;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"849.0";NA;20161126181516;"[120]"
"processos-tjmsp";"TJMSP_120_G1_29005_08000086620199260010";"TJMSP83421202108211629573362489";"TJMSP";"G1";"True";120;"True";8000086620199260160;"True";1;"Justiça Militar Estadual";"8843, 8961, 9196, 10366";4;"True";NA;0;20191209190307;20191209190307;"True";1629573363069;20210821161603;29005;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";0;0;0;1;0;0;0;0;0;0;61;0;NA;50;0;0;"";0;10;0;0;NA;"26.0";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20191209190307;2019;"";NA;NA;"442.0";NA;20200422185306;2020;"442.0";NA;20200422185306;2020;"123.0";NA;20200724211725;"18:motivo_da_remessa:38";"2020.0";"123.0";NA;20200724211725;"18:motivo_da_remessa:38";"2020.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"123";NA;20200724211725;2020;1;0;0;1;0;0;"['20200422185306']";0;0;0;0;0;0;1;0;0;1;0;0;"['20200422185306']";2;0;0;2;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20200624150433;"442.0";NA;20200422185306;NA;NA;NA;NA;"";NA;NA;"False";1;0;1;0;10966;20191226094856;7;120;"26:classe_antiga:7 27:classe_nova:120";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[120]"
"processos-tjmsp";"TJMSP_7_G1_17970_08000127920219260060";"TJMSP50062202109041630756803733";"TJMSP";"G1";"True";7;"True";8000127920219259904;"True";1;"Justiça Militar Estadual";"8843, 9196, 10366, 10938, 12416, 13537";6;"True";NA;0;20210121152412;20210121152412;"True";1630759141660;20210904093901;17970;"True";3550308;"True";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";1;1;1;0;0;0;0;0;0;0;52;0;NA;38;0;0;"";0;8;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20210121152412;2021;"";NA;NA;"220.0";NA;20210503114507;2021;"220.0";NA;20210503114507;2021;"123.0";NA;20210809124019;"18:motivo_da_remessa:38";"2021.0";"123.0";NA;20210809124019;"18:motivo_da_remessa:38";"2021.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"123";NA;20210809124019;2021;1;0;0;0;1;0;"['20210503114507']";0;0;0;0;0;0;1;0;0;0;1;0;"['20210503114507']";2;0;0;0;2;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20210629152249;"220.0";NA;20210503114507;NA;NA;NA;NA;"220.0";NA;20210503114507;"False";1;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[7]"
"processos-tjmsp";"TJMSP_241_G1_29005_08000248720199260020";"TJMSP72431202108211629573213406";"TJMSP";"G1";"True";241;"True";8000248720199260160;"True";1;"Justiça Militar Estadual";"10328, 10366";2;"True";NA;0;20190314162058;20190314162058;"True";1629573214373;20210821161334;29005;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";1;1;1;0;0;0;0;0;0;0;11;0;NA;9;0;0;"";0;1;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20190314162059;2019;"";NA;NA;"";NA;NA;NA;"";NA;NA;NA;"123.0";NA;20190328203412;"18:motivo_da_remessa:38";"2019.0";"123.0";NA;20190328203412;"18:motivo_da_remessa:38";"2019.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"123";NA;20190328203412;2019;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20190315131136;"";NA;NA;NA;NA;NA;NA;"";NA;NA;"False";1;0;1;0;10966;20190328202255;7;241;"26:classe_antiga:7 27:classe_nova:241";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[241]"
"processos-tjmsp";"TJMSP_7_G1_17970_08000278120159260020";"TJMSP79853202108211629573219188";"TJMSP";"G1";"True";7;"True";8000278120159259648;"True";1;"Justiça Militar Estadual";"8843, 10656, 10938, 10673, 9196, 10328, 10366";7;"True";NA;0;20150506185942;20150506185942;"True";1629573220056;20210821161340;17970;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";1;1;1;0;0;0;0;0;0;0;181;0;NA;134;0;1;"581";0;43;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20150506185942;2015;"";NA;NA;"219.0";NA;20160404142757;2016;"219.0";NA;20160404142757;2016;"123.0";NA;20161020164957;"18:motivo_da_remessa:38";"2016.0";"246.0";NA;20190731191937;"";"2019.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;20200513160923;2020;2;0;1;0;0;0;"['20160404142757', '20190411124711']";0;0;0;0;0;0;2;0;1;0;0;0;"['20160404142757', '20190411124711']";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20190627140359;"196.0";NA;20190411124711;NA;NA;NA;NA;"219.0";NA;20160404142757;"False";1;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"849.0";NA;20190731191937;"[7]"
"processos-tjmsp";"TJMSP_11041_G1_15662_08000655320219260030";"TJMSP59153202109041630756818685";"TJMSP";"G1";"True";11041;"True";8000655320219259904;"True";1;"Justiça Militar Estadual";"11227";1;"True";NA;0;20210821153756;20210821153756;"True";1630756820301;20210904090020;15662;"True";3550308;"True";0;1;"True";1;"True";1;0;0;0;0;0;0;"";1;1;1;0;0;1;1;1;1;0;0;0;"M";0;0;0;0;0;0;0;0;0;0;1;0;NA;1;0;0;"";0;0;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20210821153756;2021;"";NA;NA;"";NA;NA;NA;"";NA;NA;NA;"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26";NA;20210821153756;2021;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"";NA;NA;"";NA;NA;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[11041]"
"processos-tjmsp";"TJMSP_7_G1_29005_08000754020159260020";"TJMSP62512202108211629573340951";"TJMSP";"G1";"True";7;"True";8000754020159259648;"True";1;"Justiça Militar Estadual";"8843, 9196, 10366";3;"True";NA;0;20150807163230;20150807163230;"True";1629573342175;20210821161542;29005;"True";26;"False";0;1;"True";1;"True";2;2;2;2;0;0;0;"M, M";0;0;0;0;0;1;0;0;0;0;0;0;"";1;1;1;0;0;0;0;0;0;0;36;0;NA;25;0;0;"";0;5;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20150807163231;2015;"";NA;NA;"463.0";NA;20150901165702;2015;"";NA;NA;NA;"246.0";NA;20161126130030;"";"2016.0";"246.0";NA;20161126130030;"";"2016.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"246";NA;20161126130030;2016;1;0;0;0;0;0;"['20150901165702']";0;0;0;0;0;0;1;0;0;0;0;0;"['20150901165702']";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20160331151620;"463.0";NA;20150901165702;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"849.0";NA;20161126130030;"[7]"
"processos-tjmsp";"TJMSP_120_G1_17970_08001049020159260020";"TJMSP31940202108211629573253391";"TJMSP";"G1";"True";120;"True";8001049020159259648;"True";1;"Justiça Militar Estadual";"8843, 9196, 10366";3;"True";NA;0;20151015204906;20151015204906;"True";1629573254371;20210821161414;17970;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";0;0;0;1;0;0;0;0;0;0;66;0;NA;54;0;0;"";0;9;0;0;NA;"26.0";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20151015204906;2015;"";NA;NA;"446.0";NA;20160419123803;2016;"446.0";NA;20160419123803;2016;"246.0";NA;20170623174102;"";"2017.0";"246.0";NA;20170623174102;"";"2017.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"246";NA;20170623174102;2017;1;0;0;0;0;0;"['20160419123803']";0;0;0;0;0;0;1;0;0;0;0;0;"['20160419123803']";1;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20160829131333;"446.0";NA;20160419123803;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"849.0";NA;20170623174102;"[120]"
"processos-tjmsp";"TJMSP_7_G1_17970_08001227720169260020";"TJMSP85033202108211629573374583";"TJMSP";"G1";"True";7;"True";8001227720169260032;"True";1;"Justiça Militar Estadual";"8843, 10655, 10938, 10366";4;"True";NA;0;20161003174241;20161003174241;"True";1629573375351;20210821161615;17970;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";1;1;1;0;0;0;0;0;0;0;49;0;NA;35;0;0;"";0;13;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20161003174241;2016;"";NA;NA;"459.0";NA;20161123164257;2016;"";NA;NA;NA;"246.0";NA;20170629130645;"";"2017.0";"246.0";NA;20170629130645;"";"2017.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"246";NA;20170629130645;2017;2;0;0;0;0;0;"['20161123164257', '20161123164304']";0;0;0;0;0;0;2;0;0;0;0;0;"['20161123164257', '20161123164304']";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20170427193733;"459.0";NA;20161123164304;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[7]"
"processos-tjmsp";"TJMSP_11041_G1_15661_08001275620219260010";"TJMSP85823202110051633445183642";"TJMSP";"G1";"True";11041;"True";8001275620219259904;"True";1;"Justiça Militar Estadual";"11238";1;"True";NA;0;20210911105437;20210911105437;"True";1634355700459;20211016004140;15661;"True";3550308;"True";0;1;"True";1;"True";1;0;0;0;0;0;0;"";1;1;1;0;0;2;2;2;2;0;0;0;"M, M";0;0;0;0;0;0;0;0;0;0;1;0;NA;1;0;0;"";0;0;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20210911105437;2021;"";NA;NA;"";NA;NA;NA;"";NA;NA;NA;"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26";NA;20210911105437;2021;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"";NA;NA;"";NA;NA;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[11041]"
"processos-tjmsp";"TJMSP_120_G1_29005_08001289020189260060";"TJMSP65667202108211629573228807";"TJMSP";"G1";"True";120;"True";8001289020189259776;"True";1;"Justiça Militar Estadual";"8843, 9196, 10328, 10366";4;"True";NA;0;20180809173520;20180809173520;"True";1629573229660;20210821161349;29005;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";0;0;0;1;0;0;0;0;0;0;73;0;NA;45;0;0;"";0;25;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20180809173520;2018;"";NA;NA;"463.0";NA;20180831112413;2018;"";NA;NA;NA;"246.0";NA;20190329200320;"";"2019.0";"246.0";NA;20190329200320;"";"2019.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"246";NA;20190329200320;2019;4;4;0;0;0;0;"['20180831112413', '20181210170528', '20181212174230', '20181212174638']";0;0;0;0;0;0;4;4;0;0;0;0;"['20180831112413', '20181210170528', '20181212174230', '20181212174638']";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20190226101452;"463.0";NA;20181212174638;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"849.0";NA;20190329200319;"[120]"
"processos-tjmsp";"TJMSP_11041_G1_15661_08001397020219260010";"TJMSP85823202110051633445183642";"TJMSP";"G1";"True";11041;"True";8001397020219259904;"True";1;"Justiça Militar Estadual";"11321";1;"True";NA;0;20210914150833;20210914150833;"True";1634355711589;20211016004151;15661;"True";3550308;"True";0;1;"True";1;"True";1;0;0;0;0;0;0;"";1;1;1;0;0;1;1;1;1;0;0;0;"M";0;0;0;0;0;0;0;0;0;0;1;0;NA;1;0;0;"";0;0;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20210914150833;2021;"";NA;NA;"";NA;NA;NA;"";NA;NA;NA;"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26";NA;20210914150833;2021;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;"[]";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"";NA;NA;"";NA;NA;NA;NA;NA;NA;"";NA;NA;"False";0;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[11041]"
"processos-tjmsp";"TJMSP_120_G1_17970_08001458620179260020";"TJMSP33953202108211629573173873";"TJMSP";"G1";"True";120;"True";8001458620179260416;"True";1;"Justiça Militar Estadual";"8843, 9196, 10365";3;"True";NA;0;20170801195106;20170801195106;"True";1629573174820;20210821161254;17970;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";0;0;0;1;0;0;0;0;0;0;61;0;NA;38;0;0;"";0;20;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20170801195106;2017;"";NA;NA;"446.0";NA;20170803103520;2017;"446.0";NA;20170803103520;2017;"123.0";NA;20171130210015;"18:motivo_da_remessa:38";"2017.0";"246.0";NA;20181029201204;"";"2018.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"246";NA;20181029201204;2018;7;0;0;0;0;0;"['20170803103520', '20170821102036', '20170821182216', '20170821182241', '20171018102445', '20171018150721', '20171018150834']";0;0;0;0;0;0;7;0;0;0;0;0;"['20170803103520', '20170821102036', '20170821182216', '20170821182241', '20171018102445', '20171018150721', '20171018150834']";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20180906181639;"446.0";NA;20171018150834;NA;NA;NA;NA;"";NA;NA;"False";1;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"849.0";NA;20181029201203;"[120]"
"processos-tjmsp";"TJMSP_7_G1_17970_08001618020189260060";"TJMSP62512202108211629573340951";"TJMSP";"G1";"True";7;"True";8001618020189259776;"True";1;"Justiça Militar Estadual";"8843, 10938, 10328, 10334, 10366";5;"True";NA;0;20181015231056;20181015231056;"True";1629573341910;20210821161541;17970;"True";26;"False";0;1;"True";1;"True";1;1;1;1;0;0;0;"M";0;0;0;0;0;1;0;0;0;0;0;0;"";1;1;1;0;0;0;0;0;0;0;78;0;NA;53;0;0;"";0;25;0;0;NA;"26";NA;"['2:tipo_de_distribuicao_redistribuicao:2:sorteio']";20181015231057;2018;"";NA;NA;"220.0";NA;20190124150019;2019;"220.0";NA;20190124150019;2019;"123.0";NA;20190401162838;"18:motivo_da_remessa:38";"2019.0";"123.0";NA;20190401162838;"18:motivo_da_remessa:38";"2019.0";"";NA;NA;"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"123";NA;20190401162838;2019;2;0;2;0;0;0;"['20190124150019', '20190204113210']";0;0;0;0;0;0;2;0;2;0;0;0;"['20190124150019', '20190204113210']";0;0;0;0;0;0;0;0;0;0;0;0;0;0;"[]";"51.0";NA;20190313153158;"220.0";NA;20190204113210;NA;NA;NA;NA;"220.0";NA;20190124150019;"False";1;0;0;0;NA;NA;NA;NA;"";0;0;NA;0;0;NA;0;0;NA;"";NA;NA;"[7]"
